Date_ID,Month,Day,Zodiac,Element,Career Strengths
284,10,10,Libra,Air,"Patient, Open-minded, Artistic"
285,10,11,Libra,Air,"Patient, Open-minded, Artistic"
286,10,12,Libra,Air,"Patient, Open-minded, Artistic"
287,10,13,Libra,Air,"Patient, Open-minded, Artistic"
288,10,14,Libra,Air,"Patient, Open-minded, Artistic"
289,10,15,Libra,Air,"Patient, Open-minded, Artistic"
290,10,16,Libra,Air,"Patient, Open-minded, Artistic"
291,10,17,Libra,Air,"Patient, Open-minded, Artistic"
292,10,18,Libra,Air,"Patient, Open-minded, Artistic"
293,10,19,Libra,Air,"Patient, Open-minded, Artistic"
294,10,20,Libra,Air,"Patient, Open-minded, Artistic"
295,10,21,Libra,Air,"Patient, Open-minded, Artistic"
296,10,22,Libra,Air,"Patient, Open-minded, Artistic"
297,10,23,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
298,10,24,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
299,10,25,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
300,10,26,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
301,10,27,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
302,10,28,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
303,10,29,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
304,10,30,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
305,10,31,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
306,11,1,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
307,11,2,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
308,11,3,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
309,11,4,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
310,11,5,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
311,11,6,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
312,11,7,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
313,11,8,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
314,11,9,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
315,11,10,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
316,11,11,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
317,11,12,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
318,11,13,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
319,11,14,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
320,11,15,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
321,11,16,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
322,11,17,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
323,11,18,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
324,11,19,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
325,11,20,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
326,11,21,Scorpio,Water,"Activism, Humanitarianism, Emotional Intelligence"
327,11,22,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
328,11,23,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
329,11,24,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
330,11,25,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
331,11,26,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
332,11,27,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
333,11,28,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
334,11,29,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
335,11,30,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
336,12,1,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
337,12,2,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
338,12,3,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
339,12,4,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
340,12,5,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
341,12,6,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
342,12,7,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
343,12,8,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
344,12,9,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
345,12,10,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
346,12,11,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
347,12,12,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
348,12,13,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
349,12,14,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
350,12,15,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
351,12,16,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
352,12,17,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
353,12,18,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
354,12,19,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
355,12,20,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
356,12,21,Sagittarius,Fire,"Trendsetter, Outside-the-box, Outdoorsy"
357,12,22,Capricorn,Earth,"High-Achieving, Driven"
358,12,23,Capricorn,Earth,"High-Achieving, Driven"
359,12,24,Capricorn,Earth,"High-Achieving, Driven"
360,12,25,Capricorn,Earth,"High-Achieving, Driven"
361,12,26,Capricorn,Earth,"High-Achieving, Driven"
362,12,27,Capricorn,Earth,"High-Achieving, Driven"
363,12,28,Capricorn,Earth,"High-Achieving, Driven"
364,12,29,Capricorn,Earth,"High-Achieving, Driven"
365,12,30,Capricorn,Earth,"High-Achieving, Driven"
366,12,31,Capricorn,Earth,"High-Achieving, Driven"
